Year,City,Sport,Discipline,Athlete,Code,Gender,Event,Medal,Country
1968,Grenoble,Ice Hockey,Ice Hockey,Terrence O'Malley,CAN,Men,Ice Hockey,Bronze,Canada
1968,Grenoble,Ice Hockey,Ice Hockey,Danny O'Shea,CAN,Men,Ice Hockey,Bronze,Canada
1968,Grenoble,Ice Hockey,Ice Hockey,Gerry Pinder,CAN,Men,Ice Hockey,Bronze,Canada
1968,Grenoble,Ice Hockey,Ice Hockey,Herbert Pinder,CAN,Men,Ice Hockey,Bronze,Canada
1968,Grenoble,Ice Hockey,Ice Hockey,Wayne Stephenson,CAN,Men,Ice Hockey,Bronze,Canada
1968,Grenoble,Skiing,Alpine Skiing,Nancy Greene,CAN,Women,Giant Slalom,Gold,Canada
1968,Grenoble,Skiing,Alpine Skiing,Nancy Greene,CAN,Women,Slalom,Silver,Canada
1972,Sapporo,Skating,Figure skating,Karen Magnussen,CAN,Women,Individual,Silver,Canada
1976,Innsbruck,Skating,Figure skating,Toller Cranston,CAN,Men,Individual,Bronze,Canada
1976,Innsbruck,Skating,Speed skating,Cathy Priestner,CAN,Women,500M,Silver,Canada
1976,Innsbruck,Skiing,Alpine Skiing,Kathy Kreiner,CAN,Women,Giant Slalom,Gold,Canada
1980,Lake Placid,Skating,Speed skating,Gaetan Boucher,CAN,Men,1000M,Silver,Canada
1980,Lake Placid,Skiing,Alpine Skiing,Steve Podborski,CAN,Men,Downhill,Bronze,Canada
1984,Sarajevo,Skating,Figure skating,Brian Orser,CAN,Men,Individual,Silver,Canada
1984,Sarajevo,Skating,Speed skating,Gaetan Boucher,CAN,Men,1000M,Gold,Canada
1984,Sarajevo,Skating,Speed skating,Gaetan Boucher,CAN,Men,1500M,Gold,Canada
1984,Sarajevo,Skating,Speed skating,Gaetan Boucher,CAN,Men,500M,Bronze,Canada
1988,Calgary,Skating,Figure skating,Robert Mccall,CAN,Men,Ice Dancing,Bronze,Canada
1988,Calgary,Skating,Figure skating,Tracy Wilson,CAN,Women,Ice Dancing,Bronze,Canada
1988,Calgary,Skating,Figure skating,Brian Orser,CAN,Men,Individual,Silver,Canada
1988,Calgary,Skating,Figure skating,Elizabeth Manley,CAN,Women,Individual,Silver,Canada
1988,Calgary,Skiing,Alpine Skiing,Karen Percy,CAN,Women,Downhill,Bronze,Canada
1988,Calgary,Skiing,Alpine Skiing,Karen Percy,CAN,Women,Super-G,Bronze,Canada
1992,Albertville,Biathlon,Biathlon,Myriam Bedard,CAN,Women,15KM,Bronze,Canada
1992,Albertville,Ice Hockey,Ice Hockey,David Archibald,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,Todd Brost,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,Sean Burke,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,Kevin Dahl,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,Curtis Giles,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,David Hannan,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,Gordon Hynes,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,Fabian Joseph,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,Joe Juneau,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,Trevor Kidd,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,Patrick Lebeau,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,Chris Lindberg,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,Eric Lindros,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,Kent Manderville,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,Adrian Plavsic,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,Dan Ratushny,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,Bradley Schlegel,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,Wallace Schreiber,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,Randy Smith,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,Sam St.Laurent,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,David Tippett,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,Brian Tutt,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Ice Hockey,Ice Hockey,Jason Woolley,CAN,Men,Ice Hockey,Silver,Canada
1992,Albertville,Skating,Figure skating,Isabelle Brasseur,CAN,Women,Pairs,Bronze,Canada
1992,Albertville,Skating,Figure skating,Lloyd Eisler,CAN,Men,Pairs,Bronze,Canada
1992,Albertville,Skating,Short Track Speed Skating,Frédéric Blackburn,CAN,Men,1000M,Silver,Canada
1992,Albertville,Skating,Short Track Speed Skating,Angela Cutrone,CAN,Women,3000M Relay,Gold,Canada
1992,Albertville,Skating,Short Track Speed Skating,Sylvie Daigle,CAN,Women,3000M Relay,Gold,Canada
1992,Albertville,Skating,Short Track Speed Skating,Nathalie Lambert,CAN,Women,3000M Relay,Gold,Canada
1992,Albertville,Skating,Short Track Speed Skating,Annie Perreault,CAN,Women,3000M Relay,Gold,Canada
1992,Albertville,Skating,Short Track Speed Skating,Frédéric Blackburn,CAN,Men,5000M Relay,Silver,Canada
1992,Albertville,Skating,Short Track Speed Skating,Laurent Daignault,CAN,Men,5000M Relay,Silver,Canada
1992,Albertville,Skating,Short Track Speed Skating,Michel Daignault,CAN,Men,5000M Relay,Silver,Canada
1992,Albertville,Skating,Short Track Speed Skating,Sylvain Gagnon,CAN,Men,5000M Relay,Silver,Canada
1992,Albertville,Skating,Short Track Speed Skating,Mark Lackie,CAN,Men,5000M Relay,Silver,Canada
1992,Albertville,Skiing,Alpine Skiing,Kerrin Lee-Gartner,CAN,Women,Downhill,Gold,Canada
1994,Lillehammer,Biathlon,Biathlon,Myriam Bedard,CAN,Women,15KM,Gold,Canada
1994,Lillehammer,Biathlon,Biathlon,Myriam Bedard,CAN,Women,7.5KM,Gold,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Mark Astley,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Adrian Aucoin,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,David Harlock,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Corey Hirsch,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Todd Hlushko,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Greg Johnson,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Fabian Joseph,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Paul Kariya,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Chris Kontos,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Manny Legace,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Ken Lovsin,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Derek Mayer,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Peter Nedved,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Dwayne Norris,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Greg Parks,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Allain Roy,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Jean Yves Roy,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Brian Savage,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Bradley Schlegel,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Wallace Schreiber,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Chris Therien,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Todd Warriner,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Ice Hockey,Ice Hockey,Brad Werenka,CAN,Men,Ice Hockey,Silver,Canada
1994,Lillehammer,Skating,Figure skating,Elvis Stojko,CAN,Men,Individual,Silver,Canada
1994,Lillehammer,Skating,Figure skating,Isabelle Brasseur,CAN,Women,Pairs,Bronze,Canada
1994,Lillehammer,Skating,Figure skating,Lloyd Eisler,CAN,Men,Pairs,Bronze,Canada
1994,Lillehammer,Skating,Short Track Speed Skating,Marc Gagnon,CAN,Men,1000M,Bronze,Canada
1994,Lillehammer,Skating,Short Track Speed Skating,Nathalie Lambert,CAN,Women,1000M,Silver,Canada
1994,Lillehammer,Skating,Short Track Speed Skating,Christine Boudrias,CAN,Women,3000M Relay,Silver,Canada
1994,Lillehammer,Skating,Short Track Speed Skating,Isabelle Charest,CAN,Women,3000M Relay,Silver,Canada
1994,Lillehammer,Skating,Short Track Speed Skating,Angela Cutrone,CAN,Women,3000M Relay,Silver,Canada
1994,Lillehammer,Skating,Short Track Speed Skating,Sylvie Daigle,CAN,Women,3000M Relay,Silver,Canada
1994,Lillehammer,Skating,Short Track Speed Skating,Nathalie Lambert,CAN,Women,3000M Relay,Silver,Canada
1994,Lillehammer,Skating,Speed skating,Susan Auch,CAN,Women,500M,Silver,Canada
1994,Lillehammer,Skiing,Alpine Skiing,Ed Podivinsky,CAN,Men,Downhill,Bronze,Canada
1994,Lillehammer,Skiing,Freestyle Skiing,Lloyd Langlois,CAN,Men,Aerials,Bronze,Canada
1994,Lillehammer,Skiing,Freestyle Skiing,Philippe Laroche,CAN,Men,Aerials,Silver,Canada
1994,Lillehammer,Skiing,Freestyle Skiing,Jean-Luc Brassard,CAN,Men,Moguls,Gold,Canada
1998,Nagano,Bobsleigh,Bobsleigh,Pierre Lueders,CAN,Men,Two-Man,Gold,Canada
1998,Nagano,Bobsleigh,Bobsleigh,David Maceachern,CAN,Men,Two-Man,Gold,Canada
1998,Nagano,Curling,Curling,Mike Harris,CAN,Men,Curling,Silver,Canada
1998,Nagano,Curling,Curling,Richard Hart,CAN,Men,Curling,Silver,Canada
1998,Nagano,Curling,Curling,George Karrys,CAN,Men,Curling,Silver,Canada
1998,Nagano,Curling,Curling,Collin Mitchell,CAN,Men,Curling,Silver,Canada
1998,Nagano,Curling,Curling,Paul Savage,CAN,Men,Curling,Silver,Canada
1998,Nagano,Curling,Curling,Jan Betker,CAN,Women,Curling,Gold,Canada
1998,Nagano,Curling,Curling,Atina Ford,CAN,Women,Curling,Gold,Canada
1998,Nagano,Curling,Curling,Marcia Gudereit,CAN,Women,Curling,Gold,Canada
1998,Nagano,Curling,Curling,Joan Mccusker,CAN,Women,Curling,Gold,Canada
1998,Nagano,Curling,Curling,Sandra Schmirler,CAN,Women,Curling,Gold,Canada
1998,Nagano,Ice Hockey,Ice Hockey,Jennifer Botterill,CAN,Women,Ice Hockey,Silver,Canada
1998,Nagano,Ice Hockey,Ice Hockey,Therese Brisson,CAN,Women,Ice Hockey,Silver,Canada
1998,Nagano,Ice Hockey,Ice Hockey,Cassie Campbell,CAN,Women,Ice Hockey,Silver,Canada
1998,Nagano,Ice Hockey,Ice Hockey,Judy Diduck,CAN,Women,Ice Hockey,Silver,Canada
1998,Nagano,Ice Hockey,Ice Hockey,Nancy Drolet,CAN,Women,Ice Hockey,Silver,Canada
1998,Nagano,Ice Hockey,Ice Hockey,Lori Dupuis,CAN,Women,Ice Hockey,Silver,Canada
1998,Nagano,Ice Hockey,Ice Hockey,Danielle Goyette,CAN,Women,Ice Hockey,Silver,Canada
1998,Nagano,Ice Hockey,Ice Hockey,Geraldine Heaney,CAN,Women,Ice Hockey,Silver,Canada
1998,Nagano,Ice Hockey,Ice Hockey,Jayna Hefford,CAN,Women,Ice Hockey,Silver,Canada
1998,Nagano,Ice Hockey,Ice Hockey,Becky Kellar,CAN,Women,Ice Hockey,Silver,Canada
1998,Nagano,Ice Hockey,Ice Hockey,Katheryn Mccormack,CAN,Women,Ice Hockey,Silver,Canada
1998,Nagano,Ice Hockey,Ice Hockey,Karen Nystrom,CAN,Women,Ice Hockey,Silver,Canada
1998,Nagano,Ice Hockey,Ice Hockey,Lesley Reddon,CAN,Women,Ice Hockey,Silver,Canada
1998,Nagano,Ice Hockey,Ice Hockey,Manon Rheaume,CAN,Women,Ice Hockey,Silver,Canada
1998,Nagano,Ice Hockey,Ice Hockey,Laura Schuler,CAN,Women,Ice Hockey,Silver,Canada
1998,Nagano,Ice Hockey,Ice Hockey,Fiona Smith,CAN,Women,Ice Hockey,Silver,Canada
1998,Nagano,Ice Hockey,Ice Hockey,France St-Louis,CAN,Women,Ice Hockey,Silver,Canada
1998,Nagano,Ice Hockey,Ice Hockey,Vicky Sunohara,CAN,Women,Ice Hockey,Silver,Canada
1998,Nagano,Ice Hockey,Ice Hockey,Hayley Wickenheiser,CAN,Women,Ice Hockey,Silver,Canada
1998,Nagano,Ice Hockey,Ice Hockey,Stacy Wilson,CAN,Women,Ice Hockey,Silver,Canada
1998,Nagano,Skating,Figure skating,Elvis Stojko,CAN,Men,Individual,Silver,Canada
1998,Nagano,Skating,Short Track Speed Skating,Eric Bedard,CAN,Men,1000M,Bronze,Canada
1998,Nagano,Skating,Short Track Speed Skating,Christine Boudrias,CAN,Women,3000M Relay,Bronze,Canada
1998,Nagano,Skating,Short Track Speed Skating,Isabelle Charest,CAN,Women,3000M Relay,Bronze,Canada
1998,Nagano,Skating,Short Track Speed Skating,Annie Perreault,CAN,Women,3000M Relay,Bronze,Canada
1998,Nagano,Skating,Short Track Speed Skating,Tania Vicent,CAN,Women,3000M Relay,Bronze,Canada
1998,Nagano,Skating,Short Track Speed Skating,Eric Bedard,CAN,Men,5000M Relay,Gold,Canada
1998,Nagano,Skating,Short Track Speed Skating,Derrick Campbell,CAN,Men,5000M Relay,Gold,Canada
1998,Nagano,Skating,Short Track Speed Skating,Francois Drolet,CAN,Men,5000M Relay,Gold,Canada
1998,Nagano,Skating,Short Track Speed Skating,Marc Gagnon,CAN,Men,5000M Relay,Gold,Canada
1998,Nagano,Skating,Short Track Speed Skating,Annie Perreault,CAN,Women,500M,Gold,Canada
1998,Nagano,Skating,Speed skating,Catriona Lemay Doan,CAN,Women,1000M,Bronze,Canada
1998,Nagano,Skating,Speed skating,Kevin Overland,CAN,Men,500M,Bronze,Canada
1998,Nagano,Skating,Speed skating,Jeremy Wotherspoon,CAN,Men,500M,Silver,Canada
1998,Nagano,Skating,Speed skating,Catriona Lemay Doan,CAN,Women,500M,Gold,Canada
1998,Nagano,Skating,Speed skating,Susan Auch,CAN,Women,500M,Silver,Canada
1998,Nagano,Skiing,Snowboard,Ross Rebagliati,CAN,Men,Giant-Slalom,Gold,Canada
2002,Salt Lake City,Curling,Curling,Don Bartlett,CAN,Men,Curling,Silver,Canada
2002,Salt Lake City,Curling,Curling,Kevin Martin,CAN,Men,Curling,Silver,Canada
2002,Salt Lake City,Curling,Curling,Carter Rycroft,CAN,Men,Curling,Silver,Canada
2002,Salt Lake City,Curling,Curling,Ken Tralnberg,CAN,Men,Curling,Silver,Canada
2002,Salt Lake City,Curling,Curling,Don Walchuk,CAN,Men,Curling,Silver,Canada
2002,Salt Lake City,Curling,Curling,Kelley Law,CAN,Women,Curling,Bronze,Canada
2002,Salt Lake City,Curling,Curling,Diane Nelson,CAN,Women,Curling,Bronze,Canada
2002,Salt Lake City,Curling,Curling,Cheryl Noble,CAN,Women,Curling,Bronze,Canada
2002,Salt Lake City,Curling,Curling,Julie Skinner,CAN,Women,Curling,Bronze,Canada
2002,Salt Lake City,Curling,Curling,Georgina Wheatcroft,CAN,Women,Curling,Bronze,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Ed Belfour,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Rob Blake,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Eric Brewer,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Martin Brodeur,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Theo Fleury,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Adam Foote,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Simon Gagne,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Jarome Iginla,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Curtis Joseph,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Ed Jovanovski,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Paul Kariya,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Mario Lemieux,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Eric Lindros,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Al Macinnis,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Scott Niedermayer,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Joe Nieuwendyk,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Owen Nolan,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Mike Peca,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Chris Pronger,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Joe Sakic,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Brendan Shanahan,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Ryan Smyth,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Steve Yzerman,CAN,Men,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Dana Antal,CAN,Women,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Kelly Bechard,CAN,Women,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Jennifer Botterill,CAN,Women,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Therese Brisson,CAN,Women,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Cassie Campbell,CAN,Women,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Isabelle Chartrand,CAN,Women,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Lori Dupuis,CAN,Women,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Danielle Goyette,CAN,Women,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Geraldine Heaney,CAN,Women,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Jayna Hefford,CAN,Women,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Becky Kellar,CAN,Women,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Caroline Ouellette,CAN,Women,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Cherie Piper,CAN,Women,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Cheryl Pounder,CAN,Women,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Tammy Lee Shewchuk,CAN,Women,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Sami Jo Small,CAN,Women,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Colleen Sostorics,CAN,Women,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Kim St-Pierre,CAN,Women,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Vicky Sunohara,CAN,Women,Ice Hockey,Gold,Canada
2002,Salt Lake City,Ice Hockey,Ice Hockey,Hayley Wickenheiser,CAN,Women,Ice Hockey,Gold,Canada
2002,Salt Lake City,Skating,Figure skating,David Pelletier,CAN,Men,Pairs,Gold,Canada
2002,Salt Lake City,Skating,Figure skating,Jamie Sale,CAN,Women,Pairs,Gold,Canada
2002,Salt Lake City,Skating,Short Track Speed Skating,Mathieu Turcotte,CAN,Men,1000M,Bronze,Canada
2002,Salt Lake City,Skating,Short Track Speed Skating,Marc Gagnon,CAN,Men,1500M,Bronze,Canada
2002,Salt Lake City,Skating,Short Track Speed Skating,Isabelle Charest,CAN,Women,3000M Relay,Bronze,Canada
2002,Salt Lake City,Skating,Short Track Speed Skating,Marie-Eve Drolet,CAN,Women,3000M Relay,Bronze,Canada
2002,Salt Lake City,Skating,Short Track Speed Skating,Amelie Goulet-Nadon,CAN,Women,3000M Relay,Bronze,Canada
2002,Salt Lake City,Skating,Short Track Speed Skating,Alanna Kraus,CAN,Women,3000M Relay,Bronze,Canada
2002,Salt Lake City,Skating,Short Track Speed Skating,Tania Vicent,CAN,Women,3000M Relay,Bronze,Canada
2002,Salt Lake City,Skating,Short Track Speed Skating,Eric Bedard,CAN,Men,5000M Relay,Gold,Canada
2002,Salt Lake City,Skating,Short Track Speed Skating,Marc Gagnon,CAN,Men,5000M Relay,Gold,Canada
2002,Salt Lake City,Skating,Short Track Speed Skating,Jonathan Guilmette,CAN,Men,5000M Relay,Gold,Canada
2002,Salt Lake City,Skating,Short Track Speed Skating,Francois-Louis Tremblay,CAN,Men,5000M Relay,Gold,Canada
2002,Salt Lake City,Skating,Short Track Speed Skating,Mathieu Turcotte,CAN,Men,5000M Relay,Gold,Canada
2002,Salt Lake City,Skating,Short Track Speed Skating,Marc Gagnon,CAN,Men,500M,Gold,Canada
2002,Salt Lake City,Skating,Short Track Speed Skating,Jonathan Guilmette,CAN,Men,500M,Silver,Canada
2002,Salt Lake City,Skating,Speed skating,Cindy Klassen,CAN,Women,3000M,Bronze,Canada
2002,Salt Lake City,Skating,Speed skating,Clara Hughes,CAN,Women,5000M,Bronze,Canada
2002,Salt Lake City,Skating,Speed skating,Catriona Lemay Doan,CAN,Women,500M,Gold,Canada
2002,Salt Lake City,Skiing,Cross Country Skiing,Beckie Scott,CAN,Women,5Km Pursuit,Gold,Canada
2002,Salt Lake City,Skiing,Freestyle Skiing,Deidra Dionne,CAN,Women,Aerials,Bronze,Canada
2002,Salt Lake City,Skiing,Freestyle Skiing,Veronica Brenner,CAN,Women,Aerials,Silver,Canada
2006,Turin,Bobsleigh,Bobsleigh,Lascelles Brown,CAN,Men,Two-Man,Silver,Canada
2006,Turin,Bobsleigh,Bobsleigh,Pierre Lueders,CAN,Men,Two-Man,Silver,Canada
2006,Turin,Bobsleigh,Skeleton,Duff Gibson,CAN,Men,Individual,Gold,Canada
2006,Turin,Bobsleigh,Skeleton,Jeff Pain,CAN,Men,Individual,Silver,Canada
2006,Turin,Bobsleigh,Skeleton,Mellisa Hollingsworth-Richards,CAN,Women,Individual,Bronze,Canada
2006,Turin,Curling,Curling,Mike Adam,CAN,Men,Curling,Gold,Canada
2006,Turin,Curling,Curling,Brad Gushue,CAN,Men,Curling,Gold,Canada
2006,Turin,Curling,Curling,Russ Howard,CAN,Men,Curling,Gold,Canada
2006,Turin,Curling,Curling,Jamie Korab,CAN,Men,Curling,Gold,Canada
2006,Turin,Curling,Curling,Mark Nichols,CAN,Men,Curling,Gold,Canada
2006,Turin,Curling,Curling,Glenys Bakker,CAN,Women,Curling,Bronze,Canada
2006,Turin,Curling,Curling,Sandra Jenkins,CAN,Women,Curling,Bronze,Canada
2006,Turin,Curling,Curling,Christine Keshen,CAN,Women,Curling,Bronze,Canada
2006,Turin,Curling,Curling,Shannon Kleibrink,CAN,Women,Curling,Bronze,Canada
2006,Turin,Curling,Curling,Amy Nixon,CAN,Women,Curling,Bronze,Canada
2006,Turin,Ice Hockey,Ice Hockey,Meghan Agosta,CAN,Women,Ice Hockey,Gold,Canada
2006,Turin,Ice Hockey,Ice Hockey,Gillian Apps,CAN,Women,Ice Hockey,Gold,Canada
2006,Turin,Ice Hockey,Ice Hockey,Jennifer Botterill,CAN,Women,Ice Hockey,Gold,Canada
2006,Turin,Ice Hockey,Ice Hockey,Cassie Campbell,CAN,Women,Ice Hockey,Gold,Canada
2006,Turin,Ice Hockey,Ice Hockey,Gillian Ferrari,CAN,Women,Ice Hockey,Gold,Canada
2006,Turin,Ice Hockey,Ice Hockey,Danielle Goyette,CAN,Women,Ice Hockey,Gold,Canada
2006,Turin,Ice Hockey,Ice Hockey,Jayna Hefford,CAN,Women,Ice Hockey,Gold,Canada
